policy_id,line_of_business,exposure_premium,accident_year,development_year,incremental_paid,cumulative_paid,incremental_incurred,cumulative_incurred,reported_year
P0076,Casualty,25692.98,2019,1,9769.67,9769.67,3017.54,3017.54,2019
P0076,Casualty,25692.98,2019,2,10857.89,20627.56,8162.08,11179.62,2020
P0076,Casualty,25692.98,2019,3,31035.06,51662.61,2981.87,14161.48,2021
P0076,Casualty,25692.98,2019,4,20881.58,72544.19,2669.98,16831.46,2022
P0076,Casualty,25692.98,2019,5,3159.44,75703.63,2720.42,19551.88,2023
P0076,Casualty,25692.98,2019,6,9532.32,85235.95,3869.64,23421.52,2024
P0076,Casualty,25692.98,2019,7,3113.07,88349.02,10142.04,33563.56,2025
P0076,Casualty,25692.98,2019,8,10975.71,99324.73,9048.93,42612.49,2026
P0076,Casualty,25692.98,2019,9,7141.25,106465.98,31657.92,74270.41,2027
P0076,Casualty,25692.98,2019,10,8859.82,115325.8,15467.42,89737.83,2028
P0076,Casualty,25692.98,2020,1,8841.77,8841.77,4080.58,4080.58,2020
P0076,Casualty,25692.98,2020,2,11755.99,20597.76,5560.53,9641.11,2021
P0076,Casualty,25692.98,2020,3,7506.36,28104.12,10897.5,20538.61,2022
P0076,Casualty,25692.98,2020,4,2055.36,30159.48,2852.23,23390.84,2023
P0076,Casualty,25692.98,2020,5,15120.67,45280.15,5529.68,28920.51,2024
P0076,Casualty,25692.98,2020,6,5196.66,50476.81,9887.37,38807.89,2025
P0076,Casualty,25692.98,2020,7,6107.21,56584.03,11787.78,50595.67,2026
P0076,Casualty,25692.98,2020,8,7718.78,64302.81,10112.52,60708.18,2027
P0076,Casualty,25692.98,2020,9,4894.64,69197.45,10077.13,70785.31,2028
P0076,Casualty,25692.98,2020,10,17339.79,86537.24,5914.03,76699.34,2029
P0077,Auto,72184.4,2005,1,11387.11,11387.11,6366.04,6366.04,2005
P0077,Auto,72184.4,2005,2,10033.17,21420.28,7222.56,13588.6,2006
P0077,Auto,72184.4,2005,3,5861.3,27281.59,8430.71,22019.3,2007
P0077,Auto,72184.4,2005,4,14031.12,41312.71,7786.08,29805.39,2008
P0077,Auto,72184.4,2005,5,8387.4,49700.11,5099.44,34904.82,2009
P0077,Auto,72184.4,2005,6,18018.16,67718.27,10332.62,45237.44,2010
P0077,Auto,72184.4,2005,7,6335.42,74053.68,6056.98,51294.43,2011
P0077,Auto,72184.4,2005,8,11897.11,85950.79,4317.72,55612.14,2012
P0077,Auto,72184.4,2005,9,1722.45,87673.24,6943.11,62555.25,2013
P0077,Auto,72184.4,2005,10,13801.3,101474.54,20105.35,82660.6,2014
P0077,Auto,72184.4,2006,1,5565.87,5565.87,6804.48,6804.48,2006
P0077,Auto,72184.4,2006,2,8631.61,14197.48,5485.04,12289.52,2007
P0077,Auto,72184.4,2006,3,8612.75,22810.23,6217.01,18506.53,2008
P0077,Auto,72184.4,2006,4,12179.05,34989.28,10947.99,29454.52,2009
P0077,Auto,72184.4,2006,5,10579.51,45568.79,5716.45,35170.97,2010
P0077,Auto,72184.4,2006,6,23101.76,68670.54,9260.96,44431.93,2011
P0077,Auto,72184.4,2006,7,7133.95,75804.49,3874.47,48306.4,2012
P0077,Auto,72184.4,2006,8,5605.84,81410.34,7150.17,55456.57,2013
P0077,Auto,72184.4,2006,9,3456.95,84867.28,5378.71,60835.27,2014
P0077,Auto,72184.4,2006,10,5342.53,90209.81,6863.48,67698.75,2015
P0077,Auto,72184.4,2007,1,1746.94,1746.94,6003.73,6003.73,2007
P0077,Auto,72184.4,2007,2,4607.19,6354.12,6504.22,12507.94,2008
P0077,Auto,72184.4,2007,3,12384.59,18738.71,27764.17,40272.12,2009
P0077,Auto,72184.4,2007,4,9646.77,28385.49,2781.45,43053.57,2010
P0077,Auto,72184.4,2007,5,4711.35,33096.84,10016.6,53070.17,2011
P0077,Auto,72184.4,2007,6,8415.4,41512.23,13173.37,66243.55,2012
P0077,Auto,72184.4,2007,7,5604.75,47116.98,5117.26,71360.81,2013
P0077,Auto,72184.4,2007,8,20459.68,67576.66,6876.7,78237.51,2014
P0077,Auto,72184.4,2007,9,2944.94,70521.6,18535.04,96772.56,2015
P0077,Auto,72184.4,2007,10,2105.37,72626.97,571.52,97344.07,2016
P0077,Auto,72184.4,2008,1,10281.34,10281.34,12485.4,12485.4,2008
P0077,Auto,72184.4,2008,2,8017.03,18298.37,2652.1,15137.5,2009
P0077,Auto,72184.4,2008,3,5757.77,24056.14,5432.24,20569.74,2010
P0077,Auto,72184.4,2008,4,4119.19,28175.33,17734.61,38304.35,2011
P0077,Auto,72184.4,2008,5,2883.75,31059.09,8234.58,46538.94,2012
P0077,Auto,72184.4,2008,6,13840.41,44899.5,8619.95,55158.88,2013
P0077,Auto,72184.4,2008,7,14304.04,59203.54,9793.02,64951.9,2014
P0077,Auto,72184.4,2008,8,8103.57,67307.11,8532.26,73484.16,2015
P0077,Auto,72184.4,2008,9,9218.11,76525.21,5038.92,78523.08,2016
P0077,Auto,72184.4,2008,10,2411.98,78937.19,12870.01,91393.1,2017
P0077,Auto,72184.4,2009,1,13530.94,13530.94,7873.12,7873.12,2009
P0077,Auto,72184.4,2009,2,4087.35,17618.29,2218.14,10091.26,2010
P0077,Auto,72184.4,2009,3,6371.43,23989.72,2567.17,12658.43,2011
P0077,Auto,72184.4,2009,4,2115.87,26105.6,6504.91,19163.34,2012
P0077,Auto,72184.4,2009,5,3515.29,29620.88,8404.66,27568.0,2013
P0077,Auto,72184.4,2009,6,5366.91,34987.8,4316.42,31884.42,2014
P0077,Auto,72184.4,2009,7,1819.06,36806.85,3632.96,35517.38,2015
P0077,Auto,72184.4,2009,8,3388.76,40195.61,2799.26,38316.64,2016
P0077,Auto,72184.4,2009,9,4765.62,44961.24,2956.46,41273.1,2017
P0077,Auto,72184.4,2009,10,5350.23,50311.47,7809.63,49082.73,2018
P0077,Auto,72184.4,2010,1,3365.04,3365.04,8889.37,8889.37,2010
P0077,Auto,72184.4,2010,2,2313.61,5678.65,3029.95,11919.31,2011
P0077,Auto,72184.4,2010,3,5542.84,11221.49,10676.0,22595.32,2012
P0077,Auto,72184.4,2010,4,11011.49,22232.98,20404.25,42999.56,2013
P0077,Auto,72184.4,2010,5,4609.63,26842.61,6036.47,49036.03,2014
P0077,Auto,72184.4,2010,6,2912.14,29754.75,2744.05,51780.07,2015
P0077,Auto,72184.4,2010,7,7041.07,36795.81,3834.2,55614.27,2016
P0077,Auto,72184.4,2010,8,14216.81,51012.62,2371.21,57985.48,2017
P0077,Auto,72184.4,2010,9,8433.46,59446.08,3264.32,61249.8,2018
P0077,Auto,72184.4,2010,10,3378.55,62824.63,9625.81,70875.61,2019
P0077,Auto,72184.4,2011,1,3738.35,3738.35,4599.84,4599.84,2011
P0077,Auto,72184.4,2011,2,3398.21,7136.55,23025.23,27625.07,2012
P0077,Auto,72184.4,2011,3,3894.32,11030.87,6842.52,34467.59,2013
P0077,Auto,72184.4,2011,4,5209.17,16240.04,7706.48,42174.07,2014
P0077,Auto,72184.4,2011,5,3901.82,20141.86,5734.48,47908.55,2015
P0077,Auto,72184.4,2011,6,7905.24,28047.1,3607.32,51515.87,2016
P0077,Auto,72184.4,2011,7,12862.09,40909.2,15133.43,66649.29,2017
P0077,Auto,72184.4,2011,8,9173.37,50082.56,6930.85,73580.15,2018
P0077,Auto,72184.4,2011,9,739.59,50822.15,8882.41,82462.56,2019
P0077,Auto,72184.4,2011,10,4562.31,55384.46,5554.88,88017.45,2020
P0077,Auto,72184.4,2012,1,1589.78,1589.78,9323.91,9323.91,2012
P0077,Auto,72184.4,2012,2,2176.58,3766.35,7170.44,16494.34,2013
P0077,Auto,72184.4,2012,3,11302.45,15068.81,4751.88,21246.22,2014
P0077,Auto,72184.4,2012,4,14055.25,29124.05,3912.5,25158.72,2015
P0077,Auto,72184.4,2012,5,9134.54,38258.59,2647.77,27806.5,2016
P0077,Auto,72184.4,2012,6,12348.7,50607.29,12185.7,39992.19,2017
P0077,Auto,72184.4,2012,7,8327.89,58935.18,5011.68,45003.87,2018
P0077,Auto,72184.4,2012,8,2248.72,61183.89,5020.96,50024.83,2019
P0077,Auto,72184.4,2012,9,13052.43,74236.33,7228.58,57253.42,2020
P0077,Auto,72184.4,2012,10,2023.11,76259.43,3003.45,60256.86,2021
P0077,Auto,72184.4,2013,1,14425.04,14425.04,9286.94,9286.94,2013
P0077,Auto,72184.4,2013,2,2529.34,16954.38,1917.43,11204.37,2014
P0077,Auto,72184.4,2013,3,3873.78,20828.16,1806.01,13010.38,2015
P0077,Auto,72184.4,2013,4,5379.93,26208.09,36715.81,49726.18,2016
P0077,Auto,72184.4,2013,5,1961.85,28169.94,5794.17,55520.35,2017
P0077,Auto,72184.4,2013,6,15030.9,43200.84,11149.91,66670.26,2018
P0077,Auto,72184.4,2013,7,5406.71,48607.55,5957.35,72627.61,2019
P0077,Auto,72184.4,2013,8,2671.45,51279.01,5472.36,78099.97,2020
P0077,Auto,72184.4,2013,9,7114.73,58393.74,14305.57,92405.54,2021
P0077,Auto,72184.4,2013,10,3887.0,62280.74,5778.74,98184.28,2022
P0077,Auto,72184.4,2014,1,3087.34,3087.34,7727.59,7727.59,2014
P0077,Auto,72184.4,2014,2,10385.44,13472.78,10255.59,17983.19,2015
P0077,Auto,72184.4,2014,3,2644.89,16117.67,7314.61,25297.8,2016
P0077,Auto,72184.4,2014,4,3734.6,19852.27,13393.97,38691.77,2017
P0077,Auto,72184.4,2014,5,5359.34,25211.61,2278.26,40970.02,2018
P0077,Auto,72184.4,2014,6,5144.34,30355.95,9097.51,50067.53,2019
P0077,Auto,72184.4,2014,7,7117.55,37473.5,4612.7,54680.23,2020
P0077,Auto,72184.4,2014,8,3983.13,41456.63,3306.26,57986.48,2021
P0077,Auto,72184.4,2014,9,4551.4,46008.03,3625.87,61612.35,2022
P0077,Auto,72184.4,2014,10,11832.14,57840.17,3512.31,65124.66,2023
P0077,Auto,72184.4,2015,1,6536.22,6536.22,6855.71,6855.71,2015
P0077,Auto,72184.4,2015,2,11631.61,18167.83,14148.77,21004.48,2016
P0077,Auto,72184.4,2015,3,9766.31,27934.14,8449.6,29454.08,2017
P0077,Auto,72184.4,2015,4,22660.12682987397,30813.9,16965.248011603053,32577.29,2018
P0077,Auto,72184.4,2015,5,3319.37,34133.27,11172.04,43749.33,2019
P0077,Auto,72184.4,2015,6,6316.03,40449.3,12123.31,55872.64,2020
P0077,Auto,72184.4,2015,7,12106.24,52555.54,3970.54,59843.18,2021
P0077,Auto,72184.4,2015,8,6136.24,58691.78,6540.24,66383.42,2022
P0077,Auto,72184.4,2015,9,4769.82,63461.6,4538.88,70922.3,2023
P0077,Auto,72184.4,2015,10,13750.68,77212.28,6844.53,77766.83,2024
P0077,Auto,72184.4,2016,1,6055.46,6055.46,3762.66,3762.66,2016
P0077,Auto,72184.4,2016,2,9625.43,15680.89,3265.77,7028.42,2017
P0077,Auto,72184.4,2016,3,8249.84,23930.73,9250.06,16278.48,2018
P0077,Auto,72184.4,2016,4,4495.15,28425.87,8243.51,24521.99,2019
P0077,Auto,72184.4,2016,5,6832.76,35258.63,6420.64,30942.63,2020
P0077,Auto,72184.4,2016,6,6054.61,41313.24,6891.69,37834.32,2021
P0077,Auto,72184.4,2016,7,6571.21,47884.45,6884.27,44718.59,2022
P0077,Auto,72184.4,2016,8,2770.57,50655.02,5932.95,50651.55,2023
P0077,Auto,72184.4,2016,9,7222.66,57877.69,7065.13,57716.68,2024
P0077,Auto,72184.4,2016,10,11697.61,69575.3,10187.18,67903.86,2025
P0077,Auto,72184.4,2017,1,3262.43,3262.43,5873.38,5873.38,2017
P0077,Auto,72184.4,2017,2,4825.06,8087.49,6579.94,12453.32,2018
P0077,Auto,72184.4,2017,3,5987.49,14074.99,10126.29,22579.61,2019
P0077,Auto,72184.4,2017,4,6792.98,20867.96,15618.42,38198.03,2020
P0077,Auto,72184.4,2017,5,7102.61,27970.57,3690.11,41888.14,2021
P0077,Auto,72184.4,2017,6,4326.09,32296.65,10071.62,51959.77,2022
P0077,Auto,72184.4,2017,7,1938.36,34235.01,2572.69,54532.46,2023
P0077,Auto,72184.4,2017,8,6045.1,40280.11,12841.92,67374.39,2024
P0077,Auto,72184.4,2017,9,14979.53,55259.63,5669.47,73043.86,2025
P0077,Auto,72184.4,2017,10,12608.1,67867.74,6942.47,79986.32,2026
P0077,Auto,72184.4,2018,1,2053.96,2053.96,6562.79,6562.79,2018
P0077,Auto,72184.4,2018,2,3890.45,5944.4,12551.39,19114.18,2019
P0077,Auto,72184.4,2018,3,5893.13,11837.53,2698.05,21812.23,2020
P0077,Auto,72184.4,2018,4,2100.05,13937.58,6503.78,28316.01,2021
P0077,Auto,72184.4,2018,5,1102.53,15040.11,4592.18,32908.19,2022
P0077,Auto,72184.4,2018,6,7053.19,22093.3,3149.23,36057.42,2023
P0077,Auto,72184.4,2018,7,65546.46684739241,34125.07,102826.73970955695,51249.5,2024
P0077,Auto,72184.4,2018,8,2944.88,37069.95,5357.19,56606.69,2025
P0077,Auto,72184.4,2018,9,12037.72,49107.67,6593.96,63200.65,2026
P0077,Auto,72184.4,2018,10,2260.59,51368.26,5969.99,69170.64,2027
P0077,Auto,72184.4,2019,1,3302.6,3302.6,14336.49,14336.49,2019
P0077,Auto,72184.4,2019,2,9169.77,12472.37,5298.58,19635.08,2020
P0077,Auto,72184.4,2019,3,6627.73,19100.1,2641.6,22276.68,2021
P0077,Auto,72184.4,2019,4,3539.96,22640.06,19577.19,41853.87,2022
P0077,Auto,72184.4,2019,5,6229.02,28869.08,12655.98,54509.84,2023
P0077,Auto,72184.4,2019,6,7058.05,35927.13,16561.27,71071.12,2024
P0077,Auto,72184.4,2019,7,1480.79,37407.92,5785.28,76856.4,2025
P0077,Auto,72184.4,2019,8,18974.7,56382.62,12889.22,89745.62,2026
P0077,Auto,72184.4,2019,9,15173.04,71555.66,6568.82,96314.44,2027
P0077,Auto,72184.4,2019,10,4119.72,75675.38,3215.73,99530.17,2028
P0077,Auto,72184.4,2020,1,2784.06,2784.06,11611.69,11611.69,2020
P0077,Auto,72184.4,2020,2,8593.51,11377.57,6299.49,17911.17,2021
P0077,Auto,72184.4,2020,3,8563.36,19940.93,7292.06,25203.23,2022
P0077,Auto,72184.4,2020,4,11767.15,31708.08,12857.8,38061.03,2023
P0077,Auto,72184.4,2020,5,2845.24,34553.32,7993.45,46054.47,2024
P0077,Auto,72184.4,2020,6,1865.54,36418.87,7244.08,53298.55,2025
P0077,Auto,72184.4,2020,7,9159.32,45578.19,2631.27,55929.82,2026
P0077,Auto,72184.4,2020,8,4482.74,50060.94,6644.16,62573.98,2027
P0077,Auto,72184.4,2020,9,7067.45,57128.39,5430.59,68004.56,2028
P0077,Auto,72184.4,2020,10,2641.0,59769.39,6355.14,74359.71,2029
P0078,Auto,44806.18,2005,1,1887.38,1887.38,5608.15,5608.15,2005
P0078,Auto,44806.18,2005,2,4405.25,6292.63,6007.95,11616.1,2006
P0078,Auto,44806.18,2005,3,4056.15,10348.78,2297.2,13913.3,2007
P0078,Auto,44806.18,2005,4,4642.81,14991.59,12662.49,26575.79,2008
P0078,Auto,44806.18,2005,5,14509.19,29500.78,36401.27,62977.06,2009
P0078,Auto,44806.18,2005,6,19607.55,49108.33,2855.4,65832.46,2010
P0078,Auto,44806.18,2005,7,33472.91513773123,53616.33,47304.886476744934,72328.03,2011
P0078,Auto,44806.18,2005,8,5651.2,59267.53,6929.19,79257.22,2012
P0078,Auto,44806.18,2005,9,32364.87,91632.4,3094.52,82351.74,2013
P0078,Auto,44806.18,2005,10,3641.11,95273.51,20858.21,103209.95,2014
P0078,Auto,44806.18,2006,1,3898.42,3898.42,8693.5,8693.5,2006
P0078,Auto,44806.18,2006,2,12379.22,16277.65,9277.75,17971.25,2007
P0078,Auto,44806.18,2006,3,6861.98,23139.62,12731.73,30702.98,2008
P0078,Auto,44806.18,2006,4,3211.09,26350.72,4662.8,35365.78,2009
P0078,Auto,44806.18,2006,5,8729.48,35080.2,1550.32,36916.1,2010
P0078,Auto,44806.18,2006,6,16173.4,51253.6,8161.63,45077.73,2011
P0078,Auto,44806.18,2006,7,6678.42,57932.02,2107.94,47185.67,2012
P0078,Auto,44806.18,2006,8,2437.89,60369.91,4993.12,52178.79,2013
P0078,Auto,44806.18,2006,9,10558.81,70928.72,1542.55,53721.35,2014
P0078,Auto,44806.18,2006,10,10418.83,81347.55,5129.7,58851.05,2015
P0078,Auto,44806.18,2007,1,5131.32,5131.32,7882.02,7882.02,2007
P0078,Auto,44806.18,2007,2,7244.78,12376.1,4008.31,11890.33,2008
P0078,Auto,44806.18,2007,3,9292.4,21668.5,1301.47,13191.8,2009
P0078,Auto,44806.18,2007,4,4377.45,26045.95,7349.61,20541.41,2010
P0078,Auto,44806.18,2007,5,4712.86,30758.81,1837.18,22378.59,2011
P0078,Auto,44806.18,2007,6,10199.91,40958.72,2754.4,25132.98,2012
P0078,Auto,44806.18,2007,7,5723.04,46681.75,7346.28,32479.26,2013
P0078,Auto,44806.18,2007,8,6083.85,52765.61,14959.96,47439.22,2014
P0078,Auto,44806.18,2007,9,5780.42,58546.02,8902.11,56341.33,2015
P0078,Auto,44806.18,2007,10,5769.74,64315.76,10136.46,66477.79,2016
P0078,Auto,44806.18,2008,1,15914.11,15914.11,7267.04,7267.04,2008
P0078,Auto,44806.18,2008,2,10371.43,26285.54,18279.86,25546.9,2009
P0078,Auto,44806.18,2008,3,15514.71,41800.25,5039.8,30586.7,2010
P0078,Auto,44806.18,2008,4,118194.46604573932,54194.86,47897.42969686674,38442.17,2011
P0078,Auto,44806.18,2008,5,13115.84,67310.7,9826.81,48268.98,2012
P0078,Auto,44806.18,2008,6,7277.06,74587.76,8942.81,57211.79,2013
P0078,Auto,44806.18,2008,7,7173.73,81761.49,8110.04,65321.83,2014
P0078,Auto,44806.18,2008,8,5368.65,87130.14,5533.73,70855.56,2015
P0078,Auto,44806.18,2008,9,20614.24,107744.38,9219.67,80075.23,2016
P0078,Auto,44806.18,2008,10,4016.64,111761.02,5435.1,85510.33,2017
P0078,Auto,44806.18,2009,1,12567.83,12567.83,3942.2,3942.2,2009
P0078,Auto,44806.18,2009,2,2126.21,14694.04,2462.45,6404.65,2010
P0078,Auto,44806.18,2009,3,1788.68,16482.72,2658.86,9063.51,2011
P0078,Auto,44806.18,2009,4,2625.19,19107.91,17404.62,26468.13,2012
P0078,Auto,44806.18,2009,5,5809.15,24917.05,5118.11,31586.24,2013
P0078,Auto,44806.18,2009,6,2184.46,27101.52,5970.8,37557.04,2014
P0078,Auto,44806.18,2009,7,1778.25,28879.77,5096.11,42653.16,2015
P0078,Auto,44806.18,2009,8,25454.83,54334.6,10503.75,53156.9,2016
P0078,Auto,44806.18,2009,9,5180.5,59515.09,10759.15,63916.05,2017
P0078,Auto,44806.18,2009,10,4164.85,63679.94,3768.19,67684.24,2018
P0078,Auto,44806.18,2010,1,19779.58,19779.58,2966.78,2966.78,2010
P0078,Auto,44806.18,2010,2,4682.7,24462.28,8176.74,11143.52,2011
P0078,Auto,44806.18,2010,3,3115.52,27577.8,10407.15,21550.67,2012
P0078,Auto,44806.18,2010,4,4841.11,32418.91,10504.53,32055.2,2013
P0078,Auto,44806.18,2010,5,9042.61,41461.52,5567.58,37622.78,2014
P0078,Auto,44806.18,2010,6,19870.19,61331.71,4142.65,41765.43,2015
P0078,Auto,44806.18,2010,7,15424.68,76756.39,15022.11,56787.54,2016
P0078,Auto,44806.18,2010,8,20725.75,97482.14,7455.18,64242.71,2017
P0078,Auto,44806.18,2010,9,3454.75,100936.89,28242.48,92485.19,2018
P0078,Auto,44806.18,2010,10,4746.79,105683.68,3734.41,96219.6,2019
P0078,Auto,44806.18,2011,1,5253.57,5253.57,3319.74,3319.74,2011
P0078,Auto,44806.18,2011,2,8671.69,13925.26,4319.34,7639.08,2012
P0078,Auto,44806.18,2011,3,4906.3,18831.57,12994.35,20633.43,2013
P0078,Auto,44806.18,2011,4,9284.48,28116.05,6672.39,27305.82,2014
P0078,Auto,44806.18,2011,5,6762.35,34878.4,6656.86,33962.69,2015
P0078,Auto,44806.18,2011,6,4436.88,39315.28,6588.34,40551.02,2016
P0078,Auto,44806.18,2011,7,8460.0,47775.28,6042.13,46593.15,2017
P0078,Auto,44806.18,2011,8,8049.39,55824.67,3674.44,50267.59,2018
P0078,Auto,44806.18,2011,9,3931.55,59756.22,3947.35,54214.95,2019
P0078,Auto,44806.18,2011,10,4039.69,63795.91,16250.06,70465.0,2020
P0078,Auto,44806.18,2012,1,9974.05,9974.05,3105.65,3105.65,2012
P0078,Auto,44806.18,2012,2,8149.92,18123.97,5021.17,8126.82,2013
P0078,Auto,44806.18,2012,3,3721.36,21845.33,2332.76,10459.58,2014
P0078,Auto,44806.18,2012,4,11847.33,33692.66,2540.51,13000.09,2015
P0078,Auto,44806.18,2012,5,5785.68,39478.34,3402.98,16403.07,2016
P0078,Auto,44806.18,2012,6,10327.91,49806.25,5222.75,21625.82,2017
P0078,Auto,44806.18,2012,7,5461.02,55267.27,6150.64,27776.45,2018
P0078,Auto,44806.18,2012,8,7415.4,62682.67,6660.36,34436.81,2019
P0078,Auto,44806.18,2012,9,5820.98,68503.65,4591.42,39028.22,2020
P0078,Auto,44806.18,2012,10,1992.62,70496.27,3016.46,42044.68,2021
P0078,Auto,44806.18,2013,1,9921.41,9921.41,5328.11,5328.11,2013
P0078,Auto,44806.18,2013,2,3769.54,13690.95,2467.14,7795.25,2014
P0078,Auto,44806.18,2013,3,1800.4,15491.35,4034.27,11829.52,2015
P0078,Auto,44806.18,2013,4,11171.84,26663.19,4468.8,16298.32,2016
P0078,Auto,44806.18,2013,5,7941.48,34604.67,4327.23,20625.55,2017
P0078,Auto,44806.18,2013,6,9383.63,43988.29,5159.52,25785.07,2018
P0078,Auto,44806.18,2013,7,2533.09,46521.38,5467.4,31252.47,2019
P0078,Auto,44806.18,2013,8,21662.0,68183.39,23103.61,54356.07,2020
P0078,Auto,44806.18,2013,9,8434.52,76617.91,5996.22,60352.29,2021
P0078,Auto,44806.18,2013,10,7422.31,84040.22,8238.9,68591.18,2022
P0078,Auto,44806.18,2014,1,5834.79,5834.79,8986.56,8986.56,2014
P0078,Auto,44806.18,2014,2,6941.5,12776.3,5290.37,14276.94,2015
P0078,Auto,44806.18,2014,3,2598.88,15375.17,4782.81,19059.75,2016
P0078,Auto,44806.18,2014,4,10500.5,25875.67,6456.23,25515.98,2017
P0078,Auto,44806.18,2014,5,7403.56,33279.23,5413.84,30929.82,2018
P0078,Auto,44806.18,2014,6,2857.77,36136.99,5584.69,36514.51,2019
P0078,Auto,44806.18,2014,7,2933.04,39070.04,3085.36,39599.87,2020
P0078,Auto,44806.18,2014,8,13953.15,53023.18,4918.53,44518.4,2021
P0078,Auto,44806.18,2014,9,3570.55,56593.74,20483.95,65002.34,2022
P0078,Auto,44806.18,2014,10,10614.8,67208.53,5088.65,70090.99,2023
P0078,Auto,44806.18,2015,1,8093.85,8093.85,5595.81,5595.81,2015
P0078,Auto,44806.18,2015,2,3694.64,11788.5,9201.38,14797.19,2016
P0078,Auto,44806.18,2015,3,4781.47,16569.97,6958.18,21755.37,2017
P0078,Auto,44806.18,2015,4,12264.56,28834.52,12489.88,34245.25,2018
P0078,Auto,44806.18,2015,5,4082.44,32916.96,9274.71,43519.97,2019
P0078,Auto,44806.18,2015,6,2724.43,35641.39,9046.33,52566.3,2020
P0078,Auto,44806.18,2015,7,39836.704298047785,42298.64,47364.37339993867,61171.4,2021
P0078,Auto,44806.18,2015,8,4872.21,47170.85,28386.67,89558.07,2022
P0078,Auto,44806.18,2015,9,3192.64,50363.49,13028.72,102586.79,2023
P0078,Auto,44806.18,2015,10,2914.13,53277.62,9394.37,111981.16,2024
P0078,Auto,44806.18,2016,1,8978.32,8978.32,6858.94,6858.94,2016
P0078,Auto,44806.18,2016,2,4241.99,13220.31,7285.34,14144.28,2017
P0078,Auto,44806.18,2016,3,7233.09,20453.4,23104.45,37248.73,2018
P0078,Auto,44806.18,2016,4,3258.03,23711.42,4472.42,41721.15,2019
P0078,Auto,44806.18,2016,5,7323.4,31034.82,5516.99,47238.14,2020
P0078,Auto,44806.18,2016,6,5594.2,36629.02,13961.67,61199.81,2021
P0078,Auto,44806.18,2016,7,833.25,37462.27,4342.74,65542.55,2022
P0078,Auto,44806.18,2016,8,1771.99,39234.26,2857.65,68400.19,2023
P0078,Auto,44806.18,2016,9,32297.72,71531.97,10032.07,78432.27,2024
P0078,Auto,44806.18,2016,10,11679.73,83211.71,6238.25,84670.51,2025
P0078,Auto,44806.18,2017,1,10204.81,10204.81,1916.45,1916.45,2017
P0078,Auto,44806.18,2017,2,12410.82,22615.63,3717.97,5634.42,2018
P0078,Auto,44806.18,2017,3,4136.45,26752.08,9399.68,15034.1,2019
P0078,Auto,44806.18,2017,4,7487.78,34239.86,7002.76,22036.86,2020
P0078,Auto,44806.18,2017,5,2310.8,36550.65,7077.63,29114.49,2021
P0078,Auto,44806.18,2017,6,11753.52,48304.17,4546.37,33660.86,2022
P0078,Auto,44806.18,2017,7,15062.61,63366.78,3582.95,37243.8,2023
P0078,Auto,44806.18,2017,8,6027.56,69394.34,19332.72,56576.52,2024
P0078,Auto,44806.18,2017,9,3723.93,73118.27,13802.63,70379.16,2025
P0078,Auto,44806.18,2017,10,237530.0071209425,97021.56,44010.357941981536,77818.63,2026
P0078,Auto,44806.18,2018,1,4148.92,4148.92,3842.61,3842.61,2018
P0078,Auto,44806.18,2018,2,14954.04,19102.96,16131.2,19973.82,2019
P0078,Auto,44806.18,2018,3,16548.18,35651.13,6450.02,26423.83,2020
P0078,Auto,44806.18,2018,4,123052.17225424656,48057.68,34103.45303885266,32802.01,2021
P0078,Auto,44806.18,2018,5,3233.68,51291.36,14497.75,47299.76,2022
P0078,Auto,44806.18,2018,6,18830.33,70121.69,3230.54,50530.3,2023
P0078,Auto,44806.18,2018,7,2898.4,73020.09,6787.33,57317.63,2024
P0078,Auto,44806.18,2018,8,11717.1,84737.19,2984.39,60302.02,2025
P0078,Auto,44806.18,2018,9,7033.4,91770.59,4365.67,64667.69,2026
P0078,Auto,44806.18,2018,10,9799.58,101570.17,3775.56,68443.25,2027
P0078,Auto,44806.18,2019,1,10298.74,10298.74,5908.07,5908.07,2019
P0078,Auto,44806.18,2019,2,3113.54,13412.28,6900.91,12808.98,2020
P0078,Auto,44806.18,2019,3,1545.24,14957.52,4462.47,17271.45,2021
P0078,Auto,44806.18,2019,4,7598.42,22555.94,1909.5,19180.95,2022
P0078,Auto,44806.18,2019,5,992.0,23547.94,1283.4,20464.35,2023
P0078,Auto,44806.18,2019,6,15191.7,38739.64,6254.73,26719.08,2024
P0078,Auto,44806.18,2019,7,4133.12,42872.76,12790.18,39509.27,2025
P0078,Auto,44806.18,2019,8,4520.6,47393.36,7964.49,47473.76,2026
P0078,Auto,44806.18,2019,9,6109.15,53502.52,4746.32,52220.08,2027
P0078,Auto,44806.18,2019,10,7371.8,60874.31,11340.18,63560.26,2028
P0078,Auto,44806.18,2020,1,5271.55,5271.55,4781.15,4781.15,2020
P0078,Auto,44806.18,2020,2,4720.91,9992.46,1321.19,6102.34,2021
P0078,Auto,44806.18,2020,3,7314.81,17307.27,2831.17,8933.51,2022
P0078,Auto,44806.18,2020,4,9323.73,26631.0,6195.19,15128.7,2023
P0078,Auto,44806.18,2020,5,6458.16,33089.16,10775.77,25904.47,2024
P0078,Auto,44806.18,2020,6,3136.77,36225.92,8546.69,34451.15,2025
P0078,Auto,44806.18,2020,7,7236.19,43462.11,5799.22,40250.37,2026
P0078,Auto,44806.18,2020,8,3133.12,46595.23,10011.52,50261.89,2027
